font_name,category,subcategory,personality,weight,contrast,spacing,formality,energy,brand_use
Times New Roman,Serif,Transitional,Professional,6,7,6,10,2,"Finance,Law,Publishing"
Times New Roman,Serif,Transitional,Professional,4,9,5,10,4,"Finance,Law,Publishing"
Times New Roman,Serif,Transitional,Professional,6,9,4,10,3,"Finance,Law,Publishing"
Times New Roman,Serif,Transitional,Professional,4,8,5,9,3,"Finance,Law,Publishing"
Times New Roman,Serif,Transitional,Professional,4,7,5,9,2,"Finance,Law,Publishing"
Times New Roman,Serif,Transitional,Professional,4,7,6,10,4,"Finance,Law,Publishing"
Times New Roman,Serif,Transitional,Professional,5,9,5,9,4,"Finance,Law,Publishing"
Times New Roman,Serif,Transitional,Professional,5,9,6,8,4,"Finance,Law,Publishing"
Times New Roman,Serif,Transitional,Professional,4,9,6,8,2,"Finance,Law,Publishing"
Times New Roman,Serif,Transitional,Professional,6,8,4,9,3,"Finance,Law,Publishing"
Times New Roman,Serif,Transitional,Professional,5,7,5,8,3,"Finance,Law,Publishing"
Times New Roman,Serif,Transitional,Professional,6,9,4,10,4,"Finance,Law,Publishing"
Times New Roman,Serif,Transitional,Professional,5,7,5,9,3,"Finance,Law,Publishing"
Times New Roman,Serif,Transitional,Professional,5,8,5,9,2,"Finance,Law,Publishing"
Times New Roman,Serif,Transitional,Professional,6,8,5,9,3,"Finance,Law,Publishing"
Georgia,Serif,Transitional,Elegant,5,7,6,9,3,"Editorial,Education,Luxury"
Georgia,Serif,Transitional,Elegant,6,6,5,7,2,"Editorial,Education,Luxury"
Georgia,Serif,Transitional,Elegant,5,8,4,8,2,"Editorial,Education,Luxury"
Georgia,Serif,Transitional,Elegant,4,6,4,9,2,"Editorial,Education,Luxury"
Georgia,Serif,Transitional,Elegant,4,6,6,7,2,"Editorial,Education,Luxury"
Georgia,Serif,Transitional,Elegant,6,8,6,7,4,"Editorial,Education,Luxury"
Georgia,Serif,Transitional,Elegant,6,6,6,7,3,"Editorial,Education,Luxury"
Georgia,Serif,Transitional,Elegant,6,7,4,9,2,"Editorial,Education,Luxury"
Georgia,Serif,Transitional,Elegant,5,6,6,9,3,"Editorial,Education,Luxury"
Georgia,Serif,Transitional,Elegant,4,8,5,9,4,"Editorial,Education,Luxury"
Georgia,Serif,Transitional,Elegant,4,8,4,9,3,"Editorial,Education,Luxury"
Georgia,Serif,Transitional,Elegant,6,6,4,8,4,"Editorial,Education,Luxury"
Georgia,Serif,Transitional,Elegant,6,7,6,9,2,"Editorial,Education,Luxury"
Georgia,Serif,Transitional,Elegant,6,8,5,8,2,"Editorial,Education,Luxury"
Georgia,Serif,Transitional,Elegant,6,8,6,7,2,"Editorial,Education,Luxury"
Garamond,Serif,Old Style,Luxury,3,5,7,10,1,"Luxury,Fashion,Publishing"
Garamond,Serif,Old Style,Luxury,4,7,5,8,3,"Luxury,Fashion,Publishing"
Garamond,Serif,Old Style,Luxury,4,7,6,9,2,"Luxury,Fashion,Publishing"
Garamond,Serif,Old Style,Luxury,2,6,5,8,2,"Luxury,Fashion,Publishing"
Garamond,Serif,Old Style,Luxury,3,6,7,9,3,"Luxury,Fashion,Publishing"
Garamond,Serif,Old Style,Luxury,2,7,6,8,1,"Luxury,Fashion,Publishing"
Garamond,Serif,Old Style,Luxury,2,7,6,8,1,"Luxury,Fashion,Publishing"
Garamond,Serif,Old Style,Luxury,2,7,7,9,3,"Luxury,Fashion,Publishing"
Garamond,Serif,Old Style,Luxury,2,6,5,8,3,"Luxury,Fashion,Publishing"
Garamond,Serif,Old Style,Luxury,3,7,7,9,1,"Luxury,Fashion,Publishing"
Garamond,Serif,Old Style,Luxury,2,6,5,9,2,"Luxury,Fashion,Publishing"
Garamond,Serif,Old Style,Luxury,4,6,7,8,1,"Luxury,Fashion,Publishing"
Garamond,Serif,Old Style,Luxury,2,5,7,8,2,"Luxury,Fashion,Publishing"
Garamond,Serif,Old Style,Luxury,3,6,7,8,1,"Luxury,Fashion,Publishing"
Garamond,Serif,Old Style,Luxury,2,7,6,9,1,"Luxury,Fashion,Publishing"
Playfair Display,Serif,Transitional,Luxury,6,9,6,10,5,"Luxury,Fashion,Editorial"
Playfair Display,Serif,Transitional,Luxury,7,8,6,9,3,"Luxury,Fashion,Editorial"
Playfair Display,Serif,Transitional,Luxury,6,9,5,10,5,"Luxury,Fashion,Editorial"
Playfair Display,Serif,Transitional,Luxury,5,8,6,9,3,"Luxury,Fashion,Editorial"
Playfair Display,Serif,Transitional,Luxury,7,10,6,9,5,"Luxury,Fashion,Editorial"
Playfair Display,Serif,Transitional,Luxury,7,10,6,8,3,"Luxury,Fashion,Editorial"
Playfair Display,Serif,Transitional,Luxury,7,9,4,10,3,"Luxury,Fashion,Editorial"
Playfair Display,Serif,Transitional,Luxury,5,9,6,10,4,"Luxury,Fashion,Editorial"
Playfair Display,Serif,Transitional,Luxury,6,10,6,9,3,"Luxury,Fashion,Editorial"
Playfair Display,Serif,Transitional,Luxury,5,9,4,9,3,"Luxury,Fashion,Editorial"
Playfair Display,Serif,Transitional,Luxury,5,10,6,8,3,"Luxury,Fashion,Editorial"
Playfair Display,Serif,Transitional,Luxury,7,10,6,9,3,"Luxury,Fashion,Editorial"
Playfair Display,Serif,Transitional,Luxury,7,8,5,9,5,"Luxury,Fashion,Editorial"
Playfair Display,Serif,Transitional,Luxury,6,8,6,8,3,"Luxury,Fashion,Editorial"
Playfair Display,Serif,Transitional,Luxury,6,9,5,9,4,"Luxury,Fashion,Editorial"
Merriweather,Serif,Slab,Professional,7,4,3,7,3,"Finance,Healthcare,Education"
Merriweather,Serif,Slab,Professional,6,4,5,9,3,"Finance,Healthcare,Education"
Merriweather,Serif,Slab,Professional,5,6,5,8,5,"Finance,Healthcare,Education"
Merriweather,Serif,Slab,Professional,6,5,4,8,4,"Finance,Healthcare,Education"
Merriweather,Serif,Slab,Professional,5,6,4,9,5,"Finance,Healthcare,Education"
Merriweather,Serif,Slab,Professional,6,4,4,7,5,"Finance,Healthcare,Education"
Merriweather,Serif,Slab,Professional,5,4,3,9,5,"Finance,Healthcare,Education"
Merriweather,Serif,Slab,Professional,5,4,4,7,4,"Finance,Healthcare,Education"
Merriweather,Serif,Slab,Professional,5,5,5,7,3,"Finance,Healthcare,Education"
Merriweather,Serif,Slab,Professional,5,4,4,7,5,"Finance,Healthcare,Education"
Merriweather,Serif,Slab,Professional,7,4,5,7,3,"Finance,Healthcare,Education"
Merriweather,Serif,Slab,Professional,7,4,5,8,3,"Finance,Healthcare,Education"
Merriweather,Serif,Slab,Professional,6,6,4,8,5,"Finance,Healthcare,Education"
Merriweather,Serif,Slab,Professional,6,5,5,8,5,"Finance,Healthcare,Education"
Merriweather,Serif,Slab,Professional,6,6,5,8,4,"Finance,Healthcare,Education"
Lora,Serif,Transitional,Elegant,5,5,4,7,4,"Travel,Lifestyle,Editorial"
Lora,Serif,Transitional,Elegant,5,7,4,8,4,"Travel,Lifestyle,Editorial"
Lora,Serif,Transitional,Elegant,5,7,5,7,2,"Travel,Lifestyle,Editorial"
Lora,Serif,Transitional,Elegant,5,7,4,7,2,"Travel,Lifestyle,Editorial"
Lora,Serif,Transitional,Elegant,5,6,6,9,4,"Travel,Lifestyle,Editorial"
Lora,Serif,Transitional,Elegant,5,6,6,9,3,"Travel,Lifestyle,Editorial"
Lora,Serif,Transitional,Elegant,6,5,5,9,3,"Travel,Lifestyle,Editorial"
Lora,Serif,Transitional,Elegant,4,6,5,8,3,"Travel,Lifestyle,Editorial"
Lora,Serif,Transitional,Elegant,4,6,5,9,3,"Travel,Lifestyle,Editorial"
Lora,Serif,Transitional,Elegant,6,5,4,7,2,"Travel,Lifestyle,Editorial"
Lora,Serif,Transitional,Elegant,6,6,4,8,4,"Travel,Lifestyle,Editorial"
Lora,Serif,Transitional,Elegant,6,7,4,8,3,"Travel,Lifestyle,Editorial"
Lora,Serif,Transitional,Elegant,5,7,4,9,4,"Travel,Lifestyle,Editorial"
Lora,Serif,Transitional,Elegant,5,7,5,7,3,"Travel,Lifestyle,Editorial"
Lora,Serif,Transitional,Elegant,4,6,6,9,2,"Travel,Lifestyle,Editorial"
Cormorant Garamond,Serif,Old Style,Luxury,2,8,6,9,1,"Luxury,Fashion,Beauty"
Cormorant Garamond,Serif,Old Style,Luxury,4,9,6,9,1,"Luxury,Fashion,Beauty"
Cormorant Garamond,Serif,Old Style,Luxury,2,8,5,8,3,"Luxury,Fashion,Beauty"
Cormorant Garamond,Serif,Old Style,Luxury,4,8,6,8,3,"Luxury,Fashion,Beauty"
Cormorant Garamond,Serif,Old Style,Luxury,4,9,7,8,2,"Luxury,Fashion,Beauty"
Cormorant Garamond,Serif,Old Style,Luxury,2,8,6,8,3,"Luxury,Fashion,Beauty"
Cormorant Garamond,Serif,Old Style,Luxury,2,9,6,9,1,"Luxury,Fashion,Beauty"
Cormorant Garamond,Serif,Old Style,Luxury,3,9,5,10,1,"Luxury,Fashion,Beauty"
Cormorant Garamond,Serif,Old Style,Luxury,3,9,5,10,2,"Luxury,Fashion,Beauty"
Cormorant Garamond,Serif,Old Style,Luxury,3,9,5,9,3,"Luxury,Fashion,Beauty"
Cormorant Garamond,Serif,Old Style,Luxury,3,9,7,9,1,"Luxury,Fashion,Beauty"
Cormorant Garamond,Serif,Old Style,Luxury,2,8,7,9,1,"Luxury,Fashion,Beauty"
Cormorant Garamond,Serif,Old Style,Luxury,4,9,7,8,1,"Luxury,Fashion,Beauty"
Cormorant Garamond,Serif,Old Style,Luxury,2,10,7,8,3,"Luxury,Fashion,Beauty"
Cormorant Garamond,Serif,Old Style,Luxury,2,8,6,10,1,"Luxury,Fashion,Beauty"
EB Garamond,Serif,Old Style,Elegant,2,7,6,9,1,"Publishing,Education,Luxury"
EB Garamond,Serif,Old Style,Elegant,4,6,7,10,1,"Publishing,Education,Luxury"
EB Garamond,Serif,Old Style,Elegant,3,5,6,9,2,"Publishing,Education,Luxury"
EB Garamond,Serif,Old Style,Elegant,3,6,7,8,3,"Publishing,Education,Luxury"
EB Garamond,Serif,Old Style,Elegant,3,5,6,8,3,"Publishing,Education,Luxury"
EB Garamond,Serif,Old Style,Elegant,2,5,5,8,1,"Publishing,Education,Luxury"
EB Garamond,Serif,Old Style,Elegant,3,5,5,10,1,"Publishing,Education,Luxury"
EB Garamond,Serif,Old Style,Elegant,4,6,5,10,3,"Publishing,Education,Luxury"
EB Garamond,Serif,Old Style,Elegant,3,5,5,10,1,"Publishing,Education,Luxury"
EB Garamond,Serif,Old Style,Elegant,4,5,7,8,2,"Publishing,Education,Luxury"
EB Garamond,Serif,Old Style,Elegant,2,5,6,8,2,"Publishing,Education,Luxury"
EB Garamond,Serif,Old Style,Elegant,2,7,7,8,1,"Publishing,Education,Luxury"
EB Garamond,Serif,Old Style,Elegant,2,7,5,10,2,"Publishing,Education,Luxury"
EB Garamond,Serif,Old Style,Elegant,4,7,6,10,1,"Publishing,Education,Luxury"
EB Garamond,Serif,Old Style,Elegant,2,7,5,10,1,"Publishing,Education,Luxury"
Libre Baskerville,Serif,Transitional,Professional,4,8,4,9,2,"Finance,Law,Healthcare"
Libre Baskerville,Serif,Transitional,Professional,4,7,5,9,3,"Finance,Law,Healthcare"
Libre Baskerville,Serif,Transitional,Professional,6,7,4,9,4,"Finance,Law,Healthcare"
Libre Baskerville,Serif,Transitional,Professional,4,8,6,8,4,"Finance,Law,Healthcare"
Libre Baskerville,Serif,Transitional,Professional,4,7,5,7,2,"Finance,Law,Healthcare"
Libre Baskerville,Serif,Transitional,Professional,5,8,5,7,3,"Finance,Law,Healthcare"
Libre Baskerville,Serif,Transitional,Professional,4,7,6,8,3,"Finance,Law,Healthcare"
Libre Baskerville,Serif,Transitional,Professional,4,6,4,8,4,"Finance,Law,Healthcare"
Libre Baskerville,Serif,Transitional,Professional,4,6,5,7,4,"Finance,Law,Healthcare"
Libre Baskerville,Serif,Transitional,Professional,6,6,4,8,4,"Finance,Law,Healthcare"
Libre Baskerville,Serif,Transitional,Professional,6,6,5,9,4,"Finance,Law,Healthcare"
Libre Baskerville,Serif,Transitional,Professional,5,7,6,9,3,"Finance,Law,Healthcare"
Libre Baskerville,Serif,Transitional,Professional,6,6,4,8,3,"Finance,Law,Healthcare"
Libre Baskerville,Serif,Transitional,Professional,5,6,6,7,4,"Finance,Law,Healthcare"
Libre Baskerville,Serif,Transitional,Professional,4,8,4,8,2,"Finance,Law,Healthcare"
Source Serif Pro,Serif,Humanist,Professional,6,4,4,6,4,"Technology,Healthcare,Education"
Source Serif Pro,Serif,Humanist,Professional,4,5,5,6,3,"Technology,Healthcare,Education"
Source Serif Pro,Serif,Humanist,Professional,4,6,4,7,3,"Technology,Healthcare,Education"
Source Serif Pro,Serif,Humanist,Professional,6,4,6,8,3,"Technology,Healthcare,Education"
Source Serif Pro,Serif,Humanist,Professional,5,6,4,6,4,"Technology,Healthcare,Education"
Source Serif Pro,Serif,Humanist,Professional,6,6,4,6,4,"Technology,Healthcare,Education"
Source Serif Pro,Serif,Humanist,Professional,5,6,6,6,5,"Technology,Healthcare,Education"
Source Serif Pro,Serif,Humanist,Professional,5,5,4,7,4,"Technology,Healthcare,Education"
Source Serif Pro,Serif,Humanist,Professional,5,5,4,6,5,"Technology,Healthcare,Education"
Source Serif Pro,Serif,Humanist,Professional,5,6,4,6,3,"Technology,Healthcare,Education"
Source Serif Pro,Serif,Humanist,Professional,4,4,4,6,4,"Technology,Healthcare,Education"
Source Serif Pro,Serif,Humanist,Professional,6,4,5,7,5,"Technology,Healthcare,Education"
Source Serif Pro,Serif,Humanist,Professional,4,6,4,7,4,"Technology,Healthcare,Education"
Source Serif Pro,Serif,Humanist,Professional,5,5,6,6,3,"Technology,Healthcare,Education"
Source Serif Pro,Serif,Humanist,Professional,6,4,5,6,4,"Technology,Healthcare,Education"
Helvetica Neue,Sans-Serif,Grotesque,Minimalist,6,1,6,6,5,"Technology,Corporate,Retail"
Helvetica Neue,Sans-Serif,Grotesque,Minimalist,6,1,5,8,6,"Technology,Corporate,Retail"
Helvetica Neue,Sans-Serif,Grotesque,Minimalist,4,1,4,7,4,"Technology,Corporate,Retail"
Helvetica Neue,Sans-Serif,Grotesque,Minimalist,6,3,4,6,6,"Technology,Corporate,Retail"
Helvetica Neue,Sans-Serif,Grotesque,Minimalist,5,1,4,8,4,"Technology,Corporate,Retail"
Helvetica Neue,Sans-Serif,Grotesque,Minimalist,5,3,4,8,4,"Technology,Corporate,Retail"
Helvetica Neue,Sans-Serif,Grotesque,Minimalist,4,1,5,7,6,"Technology,Corporate,Retail"
Helvetica Neue,Sans-Serif,Grotesque,Minimalist,4,1,5,6,5,"Technology,Corporate,Retail"
Helvetica Neue,Sans-Serif,Grotesque,Minimalist,4,3,4,6,5,"Technology,Corporate,Retail"
Helvetica Neue,Sans-Serif,Grotesque,Minimalist,4,1,5,8,6,"Technology,Corporate,Retail"
Helvetica Neue,Sans-Serif,Grotesque,Minimalist,5,2,5,7,5,"Technology,Corporate,Retail"
Helvetica Neue,Sans-Serif,Grotesque,Minimalist,6,3,5,6,5,"Technology,Corporate,Retail"
Helvetica Neue,Sans-Serif,Grotesque,Minimalist,4,2,5,8,4,"Technology,Corporate,Retail"
Helvetica Neue,Sans-Serif,Grotesque,Minimalist,4,3,6,8,6,"Technology,Corporate,Retail"
Helvetica Neue,Sans-Serif,Grotesque,Minimalist,4,1,5,7,6,"Technology,Corporate,Retail"
Inter,Sans-Serif,Grotesque,Minimalist,5,3,5,6,5,"Technology,SaaS,Startup"
Inter,Sans-Serif,Grotesque,Minimalist,4,2,5,6,6,"Technology,SaaS,Startup"
Inter,Sans-Serif,Grotesque,Minimalist,5,3,6,6,4,"Technology,SaaS,Startup"
Inter,Sans-Serif,Grotesque,Minimalist,4,1,6,6,6,"Technology,SaaS,Startup"
Inter,Sans-Serif,Grotesque,Minimalist,4,3,4,5,4,"Technology,SaaS,Startup"
Inter,Sans-Serif,Grotesque,Minimalist,4,1,5,5,4,"Technology,SaaS,Startup"
Inter,Sans-Serif,Grotesque,Minimalist,4,2,4,6,4,"Technology,SaaS,Startup"
Inter,Sans-Serif,Grotesque,Minimalist,4,3,6,7,6,"Technology,SaaS,Startup"
Inter,Sans-Serif,Grotesque,Minimalist,5,1,6,7,6,"Technology,SaaS,Startup"
Inter,Sans-Serif,Grotesque,Minimalist,5,2,4,7,6,"Technology,SaaS,Startup"
Inter,Sans-Serif,Grotesque,Minimalist,5,1,5,5,5,"Technology,SaaS,Startup"
Inter,Sans-Serif,Grotesque,Minimalist,5,3,4,5,5,"Technology,SaaS,Startup"
Inter,Sans-Serif,Grotesque,Minimalist,4,1,5,5,5,"Technology,SaaS,Startup"
Inter,Sans-Serif,Grotesque,Minimalist,3,1,4,6,5,"Technology,SaaS,Startup"
Inter,Sans-Serif,Grotesque,Minimalist,4,1,5,6,4,"Technology,SaaS,Startup"
Roboto,Sans-Serif,Neo-Grotesque,Minimalist,5,1,5,5,6,"Technology,Mobile,Corporate"
Roboto,Sans-Serif,Neo-Grotesque,Minimalist,3,2,6,6,6,"Technology,Mobile,Corporate"
Roboto,Sans-Serif,Neo-Grotesque,Minimalist,5,1,4,6,4,"Technology,Mobile,Corporate"
Roboto,Sans-Serif,Neo-Grotesque,Minimalist,3,3,4,7,6,"Technology,Mobile,Corporate"
Roboto,Sans-Serif,Neo-Grotesque,Minimalist,5,2,5,6,6,"Technology,Mobile,Corporate"
Roboto,Sans-Serif,Neo-Grotesque,Minimalist,4,2,4,6,5,"Technology,Mobile,Corporate"
Roboto,Sans-Serif,Neo-Grotesque,Minimalist,5,3,6,7,6,"Technology,Mobile,Corporate"
Roboto,Sans-Serif,Neo-Grotesque,Minimalist,5,2,6,7,4,"Technology,Mobile,Corporate"
Roboto,Sans-Serif,Neo-Grotesque,Minimalist,4,2,5,7,6,"Technology,Mobile,Corporate"
Roboto,Sans-Serif,Neo-Grotesque,Minimalist,5,1,6,5,5,"Technology,Mobile,Corporate"
Roboto,Sans-Serif,Neo-Grotesque,Minimalist,5,1,4,7,5,"Technology,Mobile,Corporate"
Roboto,Sans-Serif,Neo-Grotesque,Minimalist,4,2,4,5,4,"Technology,Mobile,Corporate"
Roboto,Sans-Serif,Neo-Grotesque,Minimalist,3,2,6,5,4,"Technology,Mobile,Corporate"
Roboto,Sans-Serif,Neo-Grotesque,Minimalist,4,3,6,6,5,"Technology,Mobile,Corporate"
Roboto,Sans-Serif,Neo-Grotesque,Minimalist,5,1,6,6,4,"Technology,Mobile,Corporate"
Lato,Sans-Serif,Humanist,Professional,3,3,5,6,6,"Healthcare,Finance,Corporate"
Lato,Sans-Serif,Humanist,Professional,5,2,5,5,4,"Healthcare,Finance,Corporate"
Lato,Sans-Serif,Humanist,Professional,3,2,5,5,5,"Healthcare,Finance,Corporate"
Lato,Sans-Serif,Humanist,Professional,4,4,5,7,5,"Healthcare,Finance,Corporate"
Lato,Sans-Serif,Humanist,Professional,4,3,6,7,4,"Healthcare,Finance,Corporate"
Lato,Sans-Serif,Humanist,Professional,5,4,6,7,4,"Healthcare,Finance,Corporate"
Lato,Sans-Serif,Humanist,Professional,5,3,5,7,6,"Healthcare,Finance,Corporate"
Lato,Sans-Serif,Humanist,Professional,4,3,4,6,5,"Healthcare,Finance,Corporate"
Lato,Sans-Serif,Humanist,Professional,5,3,4,6,6,"Healthcare,Finance,Corporate"
Lato,Sans-Serif,Humanist,Professional,5,3,6,5,4,"Healthcare,Finance,Corporate"
Lato,Sans-Serif,Humanist,Professional,4,3,5,7,4,"Healthcare,Finance,Corporate"
Lato,Sans-Serif,Humanist,Professional,3,4,4,6,5,"Healthcare,Finance,Corporate"
Lato,Sans-Serif,Humanist,Professional,4,2,5,7,6,"Healthcare,Finance,Corporate"
Lato,Sans-Serif,Humanist,Professional,3,4,6,5,5,"Healthcare,Finance,Corporate"
Lato,Sans-Serif,Humanist,Professional,4,3,4,7,5,"Healthcare,Finance,Corporate"
Open Sans,Sans-Serif,Humanist,Professional,4,1,6,5,6,"Healthcare,Education,Corporate"
Open Sans,Sans-Serif,Humanist,Professional,3,1,5,5,6,"Healthcare,Education,Corporate"
Open Sans,Sans-Serif,Humanist,Professional,5,2,7,7,5,"Healthcare,Education,Corporate"
Open Sans,Sans-Serif,Humanist,Professional,5,1,5,6,5,"Healthcare,Education,Corporate"
Open Sans,Sans-Serif,Humanist,Professional,4,1,7,5,5,"Healthcare,Education,Corporate"
Open Sans,Sans-Serif,Humanist,Professional,5,3,5,6,4,"Healthcare,Education,Corporate"
Open Sans,Sans-Serif,Humanist,Professional,5,1,5,6,5,"Healthcare,Education,Corporate"
Open Sans,Sans-Serif,Humanist,Professional,5,1,5,5,6,"Healthcare,Education,Corporate"
Open Sans,Sans-Serif,Humanist,Professional,5,2,6,6,4,"Healthcare,Education,Corporate"
Open Sans,Sans-Serif,Humanist,Professional,3,2,5,6,6,"Healthcare,Education,Corporate"
Open Sans,Sans-Serif,Humanist,Professional,4,3,5,6,4,"Healthcare,Education,Corporate"
Open Sans,Sans-Serif,Humanist,Professional,5,3,7,5,4,"Healthcare,Education,Corporate"
Open Sans,Sans-Serif,Humanist,Professional,3,1,7,7,5,"Healthcare,Education,Corporate"
Open Sans,Sans-Serif,Humanist,Professional,4,1,7,7,6,"Healthcare,Education,Corporate"
Open Sans,Sans-Serif,Humanist,Professional,4,2,7,7,6,"Healthcare,Education,Corporate"
Poppins,Sans-Serif,Geometric,Vibrant,5,3,6,4,6,"Startup,Technology,Education"
