font_name,category,subcategory,personality,weight,contrast,spacing,formality,energy,brand_use
Poppins,Sans-Serif,Geometric,Vibrant,5,3,6,4,7,"Startup,Technology,Education"
Poppins,Sans-Serif,Geometric,Vibrant,4,1,4,4,8,"Startup,Technology,Education"
Poppins,Sans-Serif,Geometric,Vibrant,6,1,5,5,7,"Startup,Technology,Education"
Poppins,Sans-Serif,Geometric,Vibrant,5,1,6,5,6,"Startup,Technology,Education"
Poppins,Sans-Serif,Geometric,Vibrant,5,2,4,6,8,"Startup,Technology,Education"
Poppins,Sans-Serif,Geometric,Vibrant,4,3,4,4,6,"Startup,Technology,Education"
Poppins,Sans-Serif,Geometric,Vibrant,6,1,5,6,8,"Startup,Technology,Education"
Poppins,Sans-Serif,Geometric,Vibrant,6,3,5,6,8,"Startup,Technology,Education"
Poppins,Sans-Serif,Geometric,Vibrant,4,3,5,5,7,"Startup,Technology,Education"
Poppins,Sans-Serif,Geometric,Vibrant,5,3,6,5,7,"Startup,Technology,Education"
Poppins,Sans-Serif,Geometric,Vibrant,6,2,4,5,7,"Startup,Technology,Education"
Poppins,Sans-Serif,Geometric,Vibrant,4,1,6,6,6,"Startup,Technology,Education"
Poppins,Sans-Serif,Geometric,Vibrant,4,3,5,4,8,"Startup,Technology,Education"
Poppins,Sans-Serif,Geometric,Vibrant,5,1,5,6,6,"Startup,Technology,Education"
Montserrat,Sans-Serif,Geometric,Bold,6,1,4,6,9,"Fashion,Retail,Marketing"
Montserrat,Sans-Serif,Geometric,Bold,5,2,3,4,8,"Fashion,Retail,Marketing"
Montserrat,Sans-Serif,Geometric,Bold,6,2,5,4,7,"Fashion,Retail,Marketing"
Montserrat,Sans-Serif,Geometric,Bold,7,2,5,6,9,"Fashion,Retail,Marketing"
Montserrat,Sans-Serif,Geometric,Bold,5,3,3,4,7,"Fashion,Retail,Marketing"
Montserrat,Sans-Serif,Geometric,Bold,6,1,3,5,7,"Fashion,Retail,Marketing"
Montserrat,Sans-Serif,Geometric,Bold,7,3,3,5,9,"Fashion,Retail,Marketing"
Montserrat,Sans-Serif,Geometric,Bold,6,2,5,5,9,"Fashion,Retail,Marketing"
Montserrat,Sans-Serif,Geometric,Bold,6,3,3,6,9,"Fashion,Retail,Marketing"
Montserrat,Sans-Serif,Geometric,Bold,7,3,4,4,9,"Fashion,Retail,Marketing"
Montserrat,Sans-Serif,Geometric,Bold,6,1,3,4,7,"Fashion,Retail,Marketing"
Montserrat,Sans-Serif,Geometric,Bold,7,3,4,5,8,"Fashion,Retail,Marketing"
Montserrat,Sans-Serif,Geometric,Bold,5,1,5,4,7,"Fashion,Retail,Marketing"
Montserrat,Sans-Serif,Geometric,Bold,5,2,4,6,7,"Fashion,Retail,Marketing"
Montserrat,Sans-Serif,Geometric,Bold,5,3,3,4,8,"Fashion,Retail,Marketing"
Raleway,Sans-Serif,Geometric,Elegant,5,4,7,8,5,"Fashion,Luxury,Travel"
Raleway,Sans-Serif,Geometric,Elegant,4,2,5,6,4,"Fashion,Luxury,Travel"
Raleway,Sans-Serif,Geometric,Elegant,4,4,6,6,5,"Fashion,Luxury,Travel"
Raleway,Sans-Serif,Geometric,Elegant,5,4,6,7,5,"Fashion,Luxury,Travel"
Raleway,Sans-Serif,Geometric,Elegant,3,3,6,7,6,"Fashion,Luxury,Travel"
Raleway,Sans-Serif,Geometric,Elegant,5,2,5,8,6,"Fashion,Luxury,Travel"
Raleway,Sans-Serif,Geometric,Elegant,5,3,6,8,5,"Fashion,Luxury,Travel"
Raleway,Sans-Serif,Geometric,Elegant,4,2,7,8,5,"Fashion,Luxury,Travel"
Raleway,Sans-Serif,Geometric,Elegant,5,2,5,6,6,"Fashion,Luxury,Travel"
Raleway,Sans-Serif,Geometric,Elegant,5,4,7,8,4,"Fashion,Luxury,Travel"
Raleway,Sans-Serif,Geometric,Elegant,4,2,7,6,6,"Fashion,Luxury,Travel"
Raleway,Sans-Serif,Geometric,Elegant,5,2,7,7,6,"Fashion,Luxury,Travel"
Raleway,Sans-Serif,Geometric,Elegant,4,3,7,6,5,"Fashion,Luxury,Travel"
Raleway,Sans-Serif,Geometric,Elegant,3,3,7,8,5,"Fashion,Luxury,Travel"
Raleway,Sans-Serif,Geometric,Elegant,5,3,7,6,6,"Fashion,Luxury,Travel"
Nunito,Sans-Serif,Rounded,Playful,3,3,4,4,6,"Education,Food,Children"
Nunito,Sans-Serif,Rounded,Playful,4,2,4,4,6,"Education,Food,Children"
Nunito,Sans-Serif,Rounded,Playful,5,2,6,3,8,"Education,Food,Children"
Nunito,Sans-Serif,Rounded,Playful,5,3,4,2,7,"Education,Food,Children"
Nunito,Sans-Serif,Rounded,Playful,4,1,5,2,8,"Education,Food,Children"
Nunito,Sans-Serif,Rounded,Playful,4,2,4,3,7,"Education,Food,Children"
Nunito,Sans-Serif,Rounded,Playful,5,2,6,2,7,"Education,Food,Children"
Nunito,Sans-Serif,Rounded,Playful,5,1,5,2,7,"Education,Food,Children"
Nunito,Sans-Serif,Rounded,Playful,3,1,6,2,7,"Education,Food,Children"
Nunito,Sans-Serif,Rounded,Playful,4,3,5,3,7,"Education,Food,Children"
Nunito,Sans-Serif,Rounded,Playful,3,1,5,4,6,"Education,Food,Children"
Nunito,Sans-Serif,Rounded,Playful,5,2,5,2,7,"Education,Food,Children"
Nunito,Sans-Serif,Rounded,Playful,3,2,5,2,6,"Education,Food,Children"
Nunito,Sans-Serif,Rounded,Playful,3,2,5,4,6,"Education,Food,Children"
Nunito,Sans-Serif,Rounded,Playful,4,2,4,4,6,"Education,Food,Children"
Quicksand,Sans-Serif,Rounded,Playful,4,2,7,3,6,"Food,Lifestyle,Children"
Quicksand,Sans-Serif,Rounded,Playful,2,1,7,3,6,"Food,Lifestyle,Children"
Quicksand,Sans-Serif,Rounded,Playful,2,2,5,3,7,"Food,Lifestyle,Children"
Quicksand,Sans-Serif,Rounded,Playful,3,2,6,4,6,"Food,Lifestyle,Children"
Quicksand,Sans-Serif,Rounded,Playful,4,1,7,3,6,"Food,Lifestyle,Children"
Quicksand,Sans-Serif,Rounded,Playful,2,3,7,2,8,"Food,Lifestyle,Children"
Quicksand,Sans-Serif,Rounded,Playful,4,3,6,3,8,"Food,Lifestyle,Children"
Quicksand,Sans-Serif,Rounded,Playful,4,2,6,2,6,"Food,Lifestyle,Children"
Quicksand,Sans-Serif,Rounded,Playful,3,3,7,4,8,"Food,Lifestyle,Children"
Quicksand,Sans-Serif,Rounded,Playful,2,2,7,2,8,"Food,Lifestyle,Children"
Quicksand,Sans-Serif,Rounded,Playful,3,1,6,3,6,"Food,Lifestyle,Children"
Quicksand,Sans-Serif,Rounded,Playful,2,1,5,2,6,"Food,Lifestyle,Children"
Quicksand,Sans-Serif,Rounded,Playful,2,3,6,2,8,"Food,Lifestyle,Children"
Quicksand,Sans-Serif,Rounded,Playful,4,3,6,2,8,"Food,Lifestyle,Children"
Quicksand,Sans-Serif,Rounded,Playful,3,2,6,4,6,"Food,Lifestyle,Children"
DM Sans,Sans-Serif,Geometric,Minimalist,5,3,4,5,4,"Technology,Startup,General"
DM Sans,Sans-Serif,Geometric,Minimalist,4,1,6,5,6,"Technology,Startup,General"
DM Sans,Sans-Serif,Geometric,Minimalist,4,3,6,5,4,"Technology,Startup,General"
DM Sans,Sans-Serif,Geometric,Minimalist,5,1,5,6,4,"Technology,Startup,General"
DM Sans,Sans-Serif,Geometric,Minimalist,4,1,6,7,5,"Technology,Startup,General"
DM Sans,Sans-Serif,Geometric,Minimalist,3,1,5,7,5,"Technology,Startup,General"
DM Sans,Sans-Serif,Geometric,Minimalist,5,1,6,6,4,"Technology,Startup,General"
DM Sans,Sans-Serif,Geometric,Minimalist,4,2,6,6,6,"Technology,Startup,General"
DM Sans,Sans-Serif,Geometric,Minimalist,3,3,4,7,5,"Technology,Startup,General"
DM Sans,Sans-Serif,Geometric,Minimalist,5,3,4,6,6,"Technology,Startup,General"
DM Sans,Sans-Serif,Geometric,Minimalist,4,3,6,6,6,"Technology,Startup,General"
DM Sans,Sans-Serif,Geometric,Minimalist,4,3,4,6,6,"Technology,Startup,General"
DM Sans,Sans-Serif,Geometric,Minimalist,5,1,5,7,4,"Technology,Startup,General"
DM Sans,Sans-Serif,Geometric,Minimalist,5,2,6,7,6,"Technology,Startup,General"
DM Sans,Sans-Serif,Geometric,Minimalist,5,1,4,6,4,"Technology,Startup,General"
Source Sans Pro,Sans-Serif,Humanist,Professional,3,2,4,6,5,"Technology,Healthcare,Corporate"
Source Sans Pro,Sans-Serif,Humanist,Professional,4,2,6,8,5,"Technology,Healthcare,Corporate"
Source Sans Pro,Sans-Serif,Humanist,Professional,4,2,6,8,4,"Technology,Healthcare,Corporate"
Source Sans Pro,Sans-Serif,Humanist,Professional,3,2,6,8,6,"Technology,Healthcare,Corporate"
Source Sans Pro,Sans-Serif,Humanist,Professional,4,1,5,6,4,"Technology,Healthcare,Corporate"
Source Sans Pro,Sans-Serif,Humanist,Professional,4,1,4,8,4,"Technology,Healthcare,Corporate"
Source Sans Pro,Sans-Serif,Humanist,Professional,4,2,4,8,6,"Technology,Healthcare,Corporate"
Source Sans Pro,Sans-Serif,Humanist,Professional,3,1,5,6,6,"Technology,Healthcare,Corporate"
Source Sans Pro,Sans-Serif,Humanist,Professional,3,2,5,7,5,"Technology,Healthcare,Corporate"
Source Sans Pro,Sans-Serif,Humanist,Professional,4,1,4,6,4,"Technology,Healthcare,Corporate"
Source Sans Pro,Sans-Serif,Humanist,Professional,4,3,4,8,4,"Technology,Healthcare,Corporate"
Source Sans Pro,Sans-Serif,Humanist,Professional,3,3,5,6,4,"Technology,Healthcare,Corporate"
Source Sans Pro,Sans-Serif,Humanist,Professional,3,3,5,8,6,"Technology,Healthcare,Corporate"
Source Sans Pro,Sans-Serif,Humanist,Professional,4,3,5,6,5,"Technology,Healthcare,Corporate"
Source Sans Pro,Sans-Serif,Humanist,Professional,3,3,6,6,6,"Technology,Healthcare,Corporate"
Josefin Sans,Sans-Serif,Geometric,Elegant,4,2,8,6,5,"Fashion,Travel,Lifestyle"
Josefin Sans,Sans-Serif,Geometric,Elegant,4,4,7,6,5,"Fashion,Travel,Lifestyle"
Josefin Sans,Sans-Serif,Geometric,Elegant,3,2,7,8,5,"Fashion,Travel,Lifestyle"
Josefin Sans,Sans-Serif,Geometric,Elegant,3,2,7,8,6,"Fashion,Travel,Lifestyle"
Josefin Sans,Sans-Serif,Geometric,Elegant,3,2,8,7,4,"Fashion,Travel,Lifestyle"
Josefin Sans,Sans-Serif,Geometric,Elegant,3,4,7,8,5,"Fashion,Travel,Lifestyle"
Josefin Sans,Sans-Serif,Geometric,Elegant,4,3,6,8,6,"Fashion,Travel,Lifestyle"
Josefin Sans,Sans-Serif,Geometric,Elegant,4,2,6,8,4,"Fashion,Travel,Lifestyle"
Josefin Sans,Sans-Serif,Geometric,Elegant,3,3,6,7,6,"Fashion,Travel,Lifestyle"
Josefin Sans,Sans-Serif,Geometric,Elegant,3,4,8,6,4,"Fashion,Travel,Lifestyle"
Josefin Sans,Sans-Serif,Geometric,Elegant,5,2,7,7,4,"Fashion,Travel,Lifestyle"
Josefin Sans,Sans-Serif,Geometric,Elegant,5,2,6,8,6,"Fashion,Travel,Lifestyle"
Josefin Sans,Sans-Serif,Geometric,Elegant,4,4,7,8,4,"Fashion,Travel,Lifestyle"
Josefin Sans,Sans-Serif,Geometric,Elegant,4,3,7,6,4,"Fashion,Travel,Lifestyle"
Josefin Sans,Sans-Serif,Geometric,Elegant,3,2,6,7,4,"Fashion,Travel,Lifestyle"
Oswald,Sans-Serif,Condensed,Bold,7,2,4,5,9,"Sports,Retail,Entertainment"
Oswald,Sans-Serif,Condensed,Bold,7,4,2,4,7,"Sports,Retail,Entertainment"
Oswald,Sans-Serif,Condensed,Bold,7,4,2,6,9,"Sports,Retail,Entertainment"
Oswald,Sans-Serif,Condensed,Bold,6,2,4,4,7,"Sports,Retail,Entertainment"
Oswald,Sans-Serif,Condensed,Bold,6,3,4,6,8,"Sports,Retail,Entertainment"
Oswald,Sans-Serif,Condensed,Bold,8,2,4,4,8,"Sports,Retail,Entertainment"
Oswald,Sans-Serif,Condensed,Bold,6,4,4,6,8,"Sports,Retail,Entertainment"
Oswald,Sans-Serif,Condensed,Bold,7,4,2,5,9,"Sports,Retail,Entertainment"
Oswald,Sans-Serif,Condensed,Bold,8,3,3,5,7,"Sports,Retail,Entertainment"
Oswald,Sans-Serif,Condensed,Bold,6,4,3,4,8,"Sports,Retail,Entertainment"
Oswald,Sans-Serif,Condensed,Bold,8,2,2,4,9,"Sports,Retail,Entertainment"
Oswald,Sans-Serif,Condensed,Bold,7,2,4,5,9,"Sports,Retail,Entertainment"
Oswald,Sans-Serif,Condensed,Bold,7,4,3,4,8,"Sports,Retail,Entertainment"
Oswald,Sans-Serif,Condensed,Bold,8,4,3,4,7,"Sports,Retail,Entertainment"
Oswald,Sans-Serif,Condensed,Bold,7,3,4,4,8,"Sports,Retail,Entertainment"
Bebas Neue,Display,Condensed,Bold,8,2,2,2,10,"Sports,Retail,Street"
Bebas Neue,Display,Condensed,Bold,9,3,2,3,10,"Sports,Retail,Street"
Bebas Neue,Display,Condensed,Bold,10,1,3,4,9,"Sports,Retail,Street"
Bebas Neue,Display,Condensed,Bold,10,1,3,2,10,"Sports,Retail,Street"
Bebas Neue,Display,Condensed,Bold,10,3,3,4,10,"Sports,Retail,Street"
Bebas Neue,Display,Condensed,Bold,10,2,2,3,10,"Sports,Retail,Street"
Bebas Neue,Display,Condensed,Bold,8,1,3,2,9,"Sports,Retail,Street"
Bebas Neue,Display,Condensed,Bold,10,3,3,2,9,"Sports,Retail,Street"
Bebas Neue,Display,Condensed,Bold,10,2,3,3,10,"Sports,Retail,Street"
Bebas Neue,Display,Condensed,Bold,10,3,3,2,10,"Sports,Retail,Street"
Bebas Neue,Display,Condensed,Bold,8,1,3,2,10,"Sports,Retail,Street"
Bebas Neue,Display,Condensed,Bold,9,3,1,2,10,"Sports,Retail,Street"
Bebas Neue,Display,Condensed,Bold,10,1,2,3,10,"Sports,Retail,Street"
Bebas Neue,Display,Condensed,Bold,9,1,3,2,9,"Sports,Retail,Street"
Bebas Neue,Display,Condensed,Bold,9,3,3,3,9,"Sports,Retail,Street"
Anton,Display,Condensed,Bold,8,1,1,4,10,"Sports,Entertainment,Advertising"
Anton,Display,Condensed,Bold,9,2,3,4,9,"Sports,Entertainment,Advertising"
Anton,Display,Condensed,Bold,8,2,3,3,10,"Sports,Entertainment,Advertising"
Anton,Display,Condensed,Bold,8,2,2,4,9,"Sports,Entertainment,Advertising"
Anton,Display,Condensed,Bold,9,1,2,2,10,"Sports,Entertainment,Advertising"
Anton,Display,Condensed,Bold,9,2,1,2,10,"Sports,Entertainment,Advertising"
Anton,Display,Condensed,Bold,10,1,1,2,10,"Sports,Entertainment,Advertising"
Anton,Display,Condensed,Bold,9,2,2,4,10,"Sports,Entertainment,Advertising"
Anton,Display,Condensed,Bold,9,3,1,2,9,"Sports,Entertainment,Advertising"
Anton,Display,Condensed,Bold,9,1,3,3,10,"Sports,Entertainment,Advertising"
Anton,Display,Condensed,Bold,8,1,1,3,10,"Sports,Entertainment,Advertising"
Anton,Display,Condensed,Bold,9,2,1,3,10,"Sports,Entertainment,Advertising"
Anton,Display,Condensed,Bold,8,2,1,2,9,"Sports,Entertainment,Advertising"
Anton,Display,Condensed,Bold,8,2,1,2,10,"Sports,Entertainment,Advertising"
Anton,Display,Condensed,Bold,9,3,2,3,10,"Sports,Entertainment,Advertising"
Fredoka One,Display,Rounded,Playful,7,2,3,2,10,"Children,Food,Gaming"
Fredoka One,Display,Rounded,Playful,7,2,4,1,10,"Children,Food,Gaming"
Fredoka One,Display,Rounded,Playful,6,3,4,2,8,"Children,Food,Gaming"
Fredoka One,Display,Rounded,Playful,7,1,4,3,8,"Children,Food,Gaming"
Fredoka One,Display,Rounded,Playful,7,2,3,2,10,"Children,Food,Gaming"
Fredoka One,Display,Rounded,Playful,8,3,4,3,9,"Children,Food,Gaming"
Fredoka One,Display,Rounded,Playful,7,2,3,3,10,"Children,Food,Gaming"
Fredoka One,Display,Rounded,Playful,8,1,3,2,10,"Children,Food,Gaming"
Fredoka One,Display,Rounded,Playful,7,2,4,1,8,"Children,Food,Gaming"
Fredoka One,Display,Rounded,Playful,6,3,3,3,10,"Children,Food,Gaming"
Fredoka One,Display,Rounded,Playful,7,1,2,3,8,"Children,Food,Gaming"
Fredoka One,Display,Rounded,Playful,8,3,3,2,9,"Children,Food,Gaming"
Fredoka One,Display,Rounded,Playful,8,2,2,1,10,"Children,Food,Gaming"
Fredoka One,Display,Rounded,Playful,8,2,4,3,8,"Children,Food,Gaming"
Fredoka One,Display,Rounded,Playful,6,2,4,3,8,"Children,Food,Gaming"
Space Mono,Monospace,Geometric,Minimalist,6,2,6,5,5,"Technology,Design,Creative"
Space Mono,Monospace,Geometric,Minimalist,5,2,5,6,4,"Technology,Design,Creative"
Space Mono,Monospace,Geometric,Minimalist,4,4,5,6,3,"Technology,Design,Creative"
Space Mono,Monospace,Geometric,Minimalist,5,3,7,6,4,"Technology,Design,Creative"
Space Mono,Monospace,Geometric,Minimalist,6,3,7,7,4,"Technology,Design,Creative"
Space Mono,Monospace,Geometric,Minimalist,5,2,7,5,4,"Technology,Design,Creative"
Space Mono,Monospace,Geometric,Minimalist,4,4,5,7,4,"Technology,Design,Creative"
Space Mono,Monospace,Geometric,Minimalist,5,4,6,6,4,"Technology,Design,Creative"
Space Mono,Monospace,Geometric,Minimalist,5,4,5,5,4,"Technology,Design,Creative"
Space Mono,Monospace,Geometric,Minimalist,4,2,6,6,3,"Technology,Design,Creative"
Space Mono,Monospace,Geometric,Minimalist,6,3,7,5,4,"Technology,Design,Creative"
Space Mono,Monospace,Geometric,Minimalist,6,3,5,7,3,"Technology,Design,Creative"
Space Mono,Monospace,Geometric,Minimalist,4,3,7,5,3,"Technology,Design,Creative"
Space Mono,Monospace,Geometric,Minimalist,6,2,5,7,5,"Technology,Design,Creative"
Space Mono,Monospace,Geometric,Minimalist,6,4,6,7,4,"Technology,Design,Creative"
Roboto Mono,Monospace,Grotesque,Professional,4,2,4,6,4,"Technology,Development,Data"
Roboto Mono,Monospace,Grotesque,Professional,3,1,4,7,3,"Technology,Development,Data"
Roboto Mono,Monospace,Grotesque,Professional,3,2,4,7,3,"Technology,Development,Data"
Roboto Mono,Monospace,Grotesque,Professional,5,1,4,5,3,"Technology,Development,Data"
Roboto Mono,Monospace,Grotesque,Professional,5,3,5,7,3,"Technology,Development,Data"
Roboto Mono,Monospace,Grotesque,Professional,4,2,5,5,5,"Technology,Development,Data"
Roboto Mono,Monospace,Grotesque,Professional,3,2,4,5,5,"Technology,Development,Data"
Roboto Mono,Monospace,Grotesque,Professional,5,2,4,5,5,"Technology,Development,Data"
Roboto Mono,Monospace,Grotesque,Professional,3,1,4,7,4,"Technology,Development,Data"
Roboto Mono,Monospace,Grotesque,Professional,4,1,5,7,5,"Technology,Development,Data"
Roboto Mono,Monospace,Grotesque,Professional,4,2,4,6,3,"Technology,Development,Data"
Roboto Mono,Monospace,Grotesque,Professional,3,3,6,7,5,"Technology,Development,Data"
Roboto Mono,Monospace,Grotesque,Professional,4,3,5,7,4,"Technology,Development,Data"
Roboto Mono,Monospace,Grotesque,Professional,3,2,5,7,4,"Technology,Development,Data"
Roboto Mono,Monospace,Grotesque,Professional,3,1,6,5,4,"Technology,Development,Data"
Pacifico,Script,Handwritten,Playful,5,5,4,2,8,"Food,Lifestyle,Casual"
Pacifico,Script,Handwritten,Playful,5,5,5,1,9,"Food,Lifestyle,Casual"
Pacifico,Script,Handwritten,Playful,6,4,4,1,7,"Food,Lifestyle,Casual"
Pacifico,Script,Handwritten,Playful,6,5,3,2,7,"Food,Lifestyle,Casual"
Pacifico,Script,Handwritten,Playful,6,3,3,2,9,"Food,Lifestyle,Casual"
Pacifico,Script,Handwritten,Playful,6,3,3,1,8,"Food,Lifestyle,Casual"
Pacifico,Script,Handwritten,Playful,6,4,4,1,9,"Food,Lifestyle,Casual"
Pacifico,Script,Handwritten,Playful,5,3,3,1,7,"Food,Lifestyle,Casual"
Pacifico,Script,Handwritten,Playful,5,3,3,2,7,"Food,Lifestyle,Casual"
Pacifico,Script,Handwritten,Playful,7,4,3,1,8,"Food,Lifestyle,Casual"
Pacifico,Script,Handwritten,Playful,6,5,4,1,8,"Food,Lifestyle,Casual"
Pacifico,Script,Handwritten,Playful,5,3,5,2,7,"Food,Lifestyle,Casual"
Pacifico,Script,Handwritten,Playful,7,3,4,1,9,"Food,Lifestyle,Casual"
Pacifico,Script,Handwritten,Playful,5,3,5,1,8,"Food,Lifestyle,Casual"
Pacifico,Script,Handwritten,Playful,7,5,3,2,7,"Food,Lifestyle,Casual"
Dancing Script,Script,Calligraphy,Elegant,3,5,4,4,6,"Fashion,Wedding,Beauty"
Dancing Script,Script,Calligraphy,Elegant,4,6,6,6,5,"Fashion,Wedding,Beauty"
Dancing Script,Script,Calligraphy,Elegant,4,6,5,5,4,"Fashion,Wedding,Beauty"
Dancing Script,Script,Calligraphy,Elegant,5,5,5,5,5,"Fashion,Wedding,Beauty"
Dancing Script,Script,Calligraphy,Elegant,3,5,5,4,4,"Fashion,Wedding,Beauty"
Dancing Script,Script,Calligraphy,Elegant,4,5,6,6,6,"Fashion,Wedding,Beauty"
Dancing Script,Script,Calligraphy,Elegant,5,6,5,5,6,"Fashion,Wedding,Beauty"
Dancing Script,Script,Calligraphy,Elegant,5,5,4,6,6,"Fashion,Wedding,Beauty"
Dancing Script,Script,Calligraphy,Elegant,5,7,4,6,4,"Fashion,Wedding,Beauty"
Dancing Script,Script,Calligraphy,Elegant,5,7,6,4,4,"Fashion,Wedding,Beauty"
Dancing Script,Script,Calligraphy,Elegant,4,7,5,5,4,"Fashion,Wedding,Beauty"
Dancing Script,Script,Calligraphy,Elegant,3,6,6,4,6,"Fashion,Wedding,Beauty"
Dancing Script,Script,Calligraphy,Elegant,5,6,5,5,5,"Fashion,Wedding,Beauty"
Dancing Script,Script,Calligraphy,Elegant,3,5,5,4,5,"Fashion,Wedding,Beauty"
Dancing Script,Script,Calligraphy,Elegant,5,7,6,5,6,"Fashion,Wedding,Beauty"
